Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
POL,Department of Police,PSB 6th District Patrol,F,46853.00,874.28,1703.16,P4P
POL,Department of Police,HQ Office of the Chief,M,108226.00,1463.18,8004.96,A1
POL,Department of Police,MSB Communications Division,F,60003.13,594.36,1873.96,15
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,108226.00,8068.22,8004.96,A1
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,108226.00,12708.63,8004.96,A1
POL,Department of Police,PSB 5th District Patrol,F,68523.09,19543.40,0.00,16
POL,Department of Police,PSB 3rd District Patrol,M,78894.00,0.00,0.00,P4
POL,Department of Police,PSB 1st District Patrol,F,46853.00,0.00,3369.45,P4P
POL,Department of Police,MSB Communications Division,M,71949.25,29325.17,0.00,20
POL,Department of Police,PSB 1st District Patrol,M,87473.00,235.55,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,93706.00,643.93,6147.81,P4
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,93706.00,2787.04,6931.17,P4
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,63509.03,0.00,0.00,15
POL,Department of Police,PSB 2nd District Traffic Squad,M,81657.00,0.00,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,10986.08,3933.63,A1
POL,Department of Police,FSB Special Operations Division,M,108226.00,18184.76,8004.96,A1
POL,Department of Police,PSB 2nd District Special Assignment Team,M,84515.00,20814.45,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,87473.00,1696.85,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,108226.00,15924.80,7849.14,A1
POL,Department of Police,Management Services Bureau,F,77271.66,0.00,0.00,18
POL,Department of Police,MSB Information Management and Technology Division,M,93706.00,5560.88,3406.05,P4
POL,Department of Police,PSB 3rd District Patrol,M,93706.00,419.66,3406.05,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,108.59,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,93706.00,39018.50,6931.17,P4
POL,Department of Police,MSB Personnel Division,M,78902.00,0.00,0.00,18
POL,Department of Police,PSB 3rd District Station,M,143995.19,571.15,0.00,A2
POL,Department of Police,PSB 1st District Patrol,M,93706.00,1882.16,6931.17,P4
POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,93706.00,2859.42,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,M,104566.00,1123.51,0.00,A1
POL,Department of Police,PSB 5th District Traffic Squad,M,93706.00,3619.51,6931.17,P4
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,F,143995.19,0.00,0.00,A2
POL,Department of Police,PSB 3rd District Patrol,M,87473.00,876.79,0.00,P4
POL,Department of Police,MSB Communications Division,M,109761.00,251.93,6942.24,25
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,93706.00,12559.73,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,810.92,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,98389.00,7285.83,7277.31,P5
POL,Department of Police,PSB 3rd District Patrol,M,87473.00,3006.68,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,87473.00,4384.45,0.00,P4
POL,Department of Police,PSB 5th District Community Action Team,M,78894.00,4296.24,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,94269.33,0.00,0.00,25
POL,Department of Police,PSB 5th District Patrol,F,71852.00,0.00,4544.64,16
POL,Department of Police,Management Services Bureau,M,93706.00,2805.12,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,139.90,3406.05,P4
POL,Department of Police,PSB 4th District Patrol,M,108226.00,5256.96,3496.56,A1
POL,Department of Police,PSB 3rd District Patrol,M,93706.00,8759.19,6931.17,P4
POL,Department of Police,PSB 1st District Patrol,M,108226.00,0.00,8004.96,A1
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,108226.00,29053.97,8004.96,A1
POL,Department of Police,PSB 5th District Patrol,M,84515.00,0.00,0.00,P4
POL,Department of Police,MSB Training and Education Division,M,148478.33,4447.70,0.00,A3
POL,Department of Police,MSB Training and Education Division,M,93706.00,3112.79,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,84515.00,2742.75,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,108226.00,409.56,6044.69,A1
POL,Department of Police,PSB 6th District Patrol,F,93706.00,1990.73,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,F,108226.00,1045.14,8004.96,A1
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,87473.00,2286.81,0.00,P4
POL,Department of Police,PSB 6th District Educational Facilities Officers,M,93706.00,1858.38,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,84515.00,1980.90,0.00,P4
POL,Department of Police,PSB 2nd District Educational Facilities Officers,F,93706.00,0.00,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,93706.00,13193.15,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,25302.14,0.00,0.00,10
POL,Department of Police,Patrol Services Bureau,M,84515.00,5058.85,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,98389.00,2850.60,7277.31,P5
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,93706.00,7623.93,3406.05,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,0.00,2663.37,P4
POL,Department of Police,FSB Special Operations Division,M,143196.07,6609.18,0.00,A2
POL,Department of Police,PSB 4th District Patrol,M,93706.00,6644.64,3406.05,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,629.50,3406.05,P4
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,87473.00,10156.42,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,5845.41,0.00,P4
POL,Department of Police,PSB 6th District Station,F,71852.00,0.00,4544.64,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,22048.31,0.00,0.00,10
POL,Department of Police,MSB Training and Education Division,M,108226.00,7420.26,8004.96,A1
POL,Department of Police,MSB Training and Education Division,M,98389.00,8739.23,3576.15,P5
POL,Department of Police,PSB 3rd District Patrol,M,101030.00,2622.96,0.00,A1
POL,Department of Police,PSB 1st District Patrol,F,84515.00,0.00,0.00,P4
POL,Department of Police,ISB Major Crimes Division,F,75290.00,0.00,1563.12,17
POL,Department of Police,PSB 6th District Station,F,142588.92,0.00,0.00,A2
POL,Department of Police,FSB Traffic Division School Safety Section,F,23618.37,0.00,0.00,10
POL,Department of Police,PSB 5th District Patrol,M,93706.00,2902.77,3406.05,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,523.73,10
POL,Department of Police,PSB 6th District Patrol,M,93706.00,6946.18,6796.21,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,416.25,6931.17,P4
POL,Department of Police,ISB Special Victims Investigations Division,F,153999.63,0.00,0.00,A3
POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,832.49,6931.17,P4
POL,Department of Police,MSB Management and Budget Division,F,67000.45,773.12,0.00,16
POL,Department of Police,PSB 5th District Patrol,M,93706.00,1176.34,6931.17,P4
POL,Department of Police,MSB Personnel Division Recruitment Section,F,93706.00,1189.03,3406.05,P4
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,108226.00,7633.71,3933.63,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,24446.36,70.53,0.00,10
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,93706.00,13211.20,6931.17,P4
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,108226.00,9155.19,8004.96,A1
POL,Department of Police,PSB 1st District Patrol,F,93706.00,664.47,3406.05,P4
POL,Department of Police,PSB 5th District Patrol,F,93706.00,361.95,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,76227.00,5513.74,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,4527.77,7849.14,A1
POL,Department of Police,PSB 6th District Patrol,M,93706.00,144.78,6931.17,P4
POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,760.10,6931.17,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,419.66,3406.05,P4
POL,Department of Police,PSB 6th District Patrol,M,81657.00,853.91,0.00,P4
POL,Department of Police,PSB 5th District Special Assignment Team,M,93706.00,4850.16,7444.57,P4
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,4831.78,0.00,P4
POL,Department of Police,MSB Communications Division,M,82691.00,36751.40,2576.88,19
POL,Department of Police,PSB 5th District Patrol,M,93706.00,10281.69,3406.05,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,4035.77,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,968.35,10
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,F,58611.40,3112.18,0.00,16
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,61733.73,664.72,0.00,16
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,81657.00,6625.11,0.00,P4
POL,Department of Police,MSB Communications Division,F,75546.72,10126.25,0.00,21
POL,Department of Police,PSB 6th District Station,M,151324.23,1560.57,0.00,A3
POL,Department of Police,PSB 5th District Patrol,M,93706.00,384.69,3406.05,P4
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,78894.00,11094.70,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,108226.00,2633.68,8004.96,A1
POL,Department of Police,PSB 2nd District Traffic Squad,M,108226.00,10380.23,3933.63,A1
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,87473.00,15076.91,0.00,P4
POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,93706.00,2162.47,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108226.00,8037.61,3933.63,A1
POL,Department of Police,PSB 3rd District Patrol,F,98389.00,4152.95,0.00,P5
POL,Department of Police,PSB 5th District Patrol,F,90536.00,3607.42,0.00,P4
POL,Department of Police,PSB 5th District Station,M,143995.19,934.60,0.00,A2
POL,Department of Police,PSB 6th District Special Assignment Team,M,93706.00,25915.76,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,87473.00,4857.65,0.00,P4
POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,86669.00,0.00,2502.00,20
POL,Department of Police,PSB 3rd District Patrol,M,87473.00,1009.51,0.00,P4
POL,Department of Police,PSB 6th District Patrol,M,108226.00,4766.02,3933.63,A1
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,93706.00,0.00,6931.17,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108226.00,3135.53,8004.96,A1
POL,Department of Police,MSB Communications Division,F,90848.00,529.06,0.00,21
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,61616.62,0.00,0.00,16
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,434.34,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,98389.00,2337.55,7277.31,P5
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1297.61,10
POL,Department of Police,MSB Personnel Division,F,109761.00,0.00,0.00,25
POL,Department of Police,PSB 2nd District Patrol,F,71852.00,6644.84,2239.92,16
POL,Department of Police,FSB Special Operations Division Canine Section,M,108226.00,15678.63,8004.96,A1
POL,Department of Police,FSB Special Operations Division Canine Section,F,108226.00,19106.73,8004.96,A1
POL,Department of Police,PSB 5th District Patrol,M,93706.00,13139.03,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,F,71852.00,4830.18,2239.92,16
POL,Department of Police,Field Services Bureau,M,108226.00,0.00,8004.96,A1
POL,Department of Police,PSB 6th District Patrol,F,90536.00,0.00,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division,M,162547.70,937.79,0.00,A3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,63428.43,0.00,0.00,18
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,F,93706.00,9429.94,3027.60,P4
POL,Department of Police,PSB 6th District Patrol,F,71852.00,20077.87,0.00,16
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,98389.00,13428.48,0.00,P5
POL,Department of Police,MSB Communications Division,F,73408.17,9055.77,0.00,19
POL,Department of Police,MSB Communications Division,F,71949.24,9213.31,0.00,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,441.28,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,26970.86,232.10,0.00,10
POL,Department of Police,PSB 6th District Patrol,M,93706.00,2168.29,3406.05,P4
POL,Department of Police,PSB 2nd District Patrol,M,98389.00,0.00,2830.07,P5
POL,Department of Police,FSB Traffic Division School Safety Section,F,24446.36,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,0.00,10
POL,Department of Police,PSB 3rd District Patrol,M,108226.00,21821.81,8004.96,A1
POL,Department of Police,PSB 4th District Patrol,M,108226.00,5267.43,8004.96,A1
POL,Department of Police,Field Services Bureau,M,177500.00,384.33,0.00,0
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,93706.00,1447.80,6931.17,P4
POL,Department of Police,FSB Special Operations Division Canine Section,M,98389.00,18947.82,7277.31,P5
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1433.41,10
POL,Department of Police,PSB 1st District Station,M,143995.19,4387.46,0.00,A2
POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,180.98,6931.17,P4
POL,Department of Police,ISB Special Victims Investigations Division,M,108226.00,229.93,8004.96,A1
POL,Department of Police,Patrol Services Bureau,M,143995.19,856.71,0.00,A2
POL,Department of Police,MSB Communications Division,M,126584.00,258.35,0.00,28
POL,Department of Police,FSB Traffic Division School Safety Section,F,69241.19,299.61,0.00,16
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,279.77,3406.05,P4
POL,Department of Police,Management Services Bureau,M,99852.00,5674.05,3112.56,23
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,66986.93,0.00,0.00,16
POL,Department of Police,FSB Security Services Division,M,99852.00,2664.37,0.00,23
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,488.77,10
POL,Department of Police,PSB 1st District Station,M,142972.69,824.86,0.00,A2
POL,Department of Police,PSB 4th District Patrol,M,81657.00,2267.24,0.00,P4
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,93706.00,6334.16,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,78894.00,6230.12,0.00,P4
POL,Department of Police,Field Services Bureau,M,93706.00,1538.74,3406.05,P4
POL,Department of Police,HQ Police Chief,M,225000.00,0.00,0.00,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,60534.91,0.00,0.00,15
POL,Department of Police,PSB 1st District Patrol,M,84515.00,1523.77,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,104566.00,1708.94,0.00,A1
POL,Department of Police,PSB 3rd District Patrol,M,104566.00,7916.50,0.00,A1
POL,Department of Police,MSB Training and Education Division,M,108226.00,7106.74,8004.96,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,26970.86,272.32,0.00,10
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,108226.00,18527.59,3496.56,A1
POL,Department of Police,FSB Security Services Division,M,68575.00,4218.67,2138.40,15
POL,Department of Police,MSB Information Management and Technology Division,F,64059.30,2.22,0.00,15
POL,Department of Police,Investigative Services Bureau,M,177500.00,0.00,0.00,0
POL,Department of Police,FSB Media Services Division,F,104566.00,14214.82,0.00,A1
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,5.33,3406.05,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,69241.19,649.17,0.00,16
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,94312.00,20166.67,0.00,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,25179.07,0.00,0.00,10
POL,Department of Police,ISB Major Crimes Division Cold Case Section,F,93706.00,72.39,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,108226.00,8068.37,8004.96,A1
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,592.38,10
POL,Department of Police,PSB 3rd District Patrol,F,84515.00,0.00,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,6659.89,6931.17,P4
POL,Department of Police,MSB Management and Budget Division Fleet Management Section,M,142972.69,0.00,0.00,A2
POL,Department of Police,PSB 1st District Patrol,M,93706.00,4379.64,6931.17,P4
POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,95063.00,8948.22,0.00,P5
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,F,71852.00,3545.73,4544.64,16
POL,Department of Police,PSB 1st District Patrol,F,90536.00,5190.71,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,93706.00,3494.79,3027.60,P4
POL,Department of Police,MSB Communications Division,M,90848.00,4728.19,1887.84,21
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,20.21,747.72,10
POL,Department of Police,PSB 5th District Community Action Team,M,101030.00,5282.35,0.00,A1
POL,Department of Police,PSB 6th District Patrol,M,93706.00,506.73,6931.17,P4
POL,Department of Police,FSB Security Services Division,F,59800.00,5284.36,0.00,15
POL,Department of Police,PSB 4th District Patrol,F,104566.00,7145.11,0.00,A1
POL,Department of Police,PSB 4th District Patrol,M,84515.00,7070.20,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,93706.00,5031.11,6931.17,P4
POL,Department of Police,PSB 4th District Patrol,M,93706.00,5646.44,6931.17,P4
POL,Department of Police,PSB 1st District Patrol,M,108226.00,5392.86,8004.96,A1
POL,Department of Police,ISB Major Crimes Division Fugitive Section,F,71852.00,2034.16,4544.64,16
POL,Department of Police,PSB 5th District Patrol,M,93706.00,0.00,3406.05,P4
POL,Department of Police,PSB 1st District Patrol,F,90536.00,228.52,0.00,P4
POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,F,68523.09,15482.60,0.00,18
POL,Department of Police,PSB 4th District Patrol,M,90536.00,9630.67,0.00,P4
POL,Department of Police,MSB Training and Education Division,M,108226.00,668.86,8004.96,A1
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,64535.22,6472.83,0.00,16
POL,Department of Police,PSB 6th District Special Assignment Team,M,108226.00,8862.54,8004.96,A1
POL,Department of Police,PSB 5th District Patrol,M,93706.00,941.07,6931.17,P4
POL,Department of Police,PSB 1st District Patrol,M,90536.00,13395.12,0.00,P4
POL,Department of Police,PSB 5th District Patrol,F,93706.00,2972.58,3406.05,P4
POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,F,78894.00,4238.80,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,108226.00,11705.40,8004.96,A1
POL,Department of Police,PSB 4th District Patrol,F,98389.00,2552.02,3576.15,P5
POL,Department of Police,PSB 1st District Patrol,M,81657.00,3356.88,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,83.26,816.64,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,24446.37,0.00,0.00,10
POL,Department of Police,HQ Office of the Chief Internal Affairs Division,M,160728.96,347.74,0.00,A3
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,71852.00,10194.18,2239.92,16
POL,Department of Police,MSB Personnel Division Background Section,M,90848.00,404.90,2831.76,21
POL,Department of Police,PSB 2nd District Traffic Squad,M,93706.00,796.29,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,22819.65,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,108226.00,167.22,8004.96,A1
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,71852.00,25692.61,0.00,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1219.56,10
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,71852.00,0.00,4544.64,16
POL,Department of Police,PSB 1st District Patrol,M,93706.00,542.93,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,F,56629.38,755.54,0.00,16
POL,Department of Police,MSB Personnel Division,F,144751.00,0.00,0.00,M3
POL,Department of Police,PSB 6th District Patrol,F,71852.00,725.46,0.00,16
POL,Department of Police,PSB 6th District Patrol,F,78894.00,1280.18,0.00,P4
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,93706.00,4721.20,3406.05,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,217.17,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1616.91,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,26059.55,0.00,0.00,10
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,F,93706.00,398.16,6931.17,P4
POL,Department of Police,PSB 2nd District Patrol,M,108226.00,2487.36,8004.96,A1
POL,Department of Police,PSB 1st District Patrol,M,93706.00,1357.32,6931.17,P4
POL,Department of Police,PSB 3rd District Patrol,M,104566.00,5429.53,0.00,A1
POL,Department of Police,Field Services Bureau,M,124460.00,6477.11,0.00,A2
POL,Department of Police,MSB Communications Division,F,85639.71,7766.32,0.00,21
POL,Department of Police,MSB Information Management and Technology Division,F,86669.00,0.00,5482.08,20
POL,Department of Police,PSB 1st District Patrol,M,93706.00,16957.39,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,93706.00,0.00,6931.17,P4
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,93706.00,5157.82,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,93706.00,6334.14,6931.17,P4
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,9084.96,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,84515.00,0.00,0.00,P4
POL,Department of Police,PSB 3rd District Patrol,M,87473.00,7349.20,0.00,P4
POL,Department of Police,PSB 4th District Patrol,M,108226.00,501.66,8004.96,A1
POL,Department of Police,PSB 3rd District Patrol,M,84515.00,5058.91,0.00,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,844.73,0.00,P4
POL,Department of Police,PSB 6th District Patrol,F,93706.00,2080.80,3406.05,P4
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,81383.14,0.00,0.00,20
POL,Department of Police,HQ Office of the Chief,M,128816.00,6456.40,1602.59,A2
POL,Department of Police,MSB Training and Education Division,M,93706.00,506.73,6931.17,P4
POL,Department of Police,PSB 6th District Patrol,M,95063.00,3976.41,0.00,P5
POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,18430.24,3406.05,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,22819.65,164.58,0.00,10
POL,Department of Police,PSB 6th District Patrol,M,87473.00,1545.61,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,108226.00,0.00,3933.63,A1
POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,98389.00,2052.32,5751.10,P5
POL,Department of Police,FSB Security Services Division,M,93706.00,0.00,3406.05,21
POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,93706.00,11871.98,6931.17,P4
POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,87473.00,5166.46,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,84515.00,1493.35,0.00,P4
POL,Department of Police,PSB 4th District Traffic Squad,M,93706.00,1158.24,6931.17,P4
POL,Department of Police,PSB 3rd District Traffic Squad,M,84515.00,1081.87,0.00,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,25302.14,0.00,0.00,10
POL,Department of Police,PSB 6th District Patrol,M,98389.00,3230.73,7277.31,P5
POL,Department of Police,MSB Training and Education Division,M,93706.00,3412.71,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,3040.38,6931.17,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,1375.51,6931.17,P4
POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,93706.00,16359.53,0.00,P4
POL,Department of Police,PSB 1st District Patrol,M,98389.00,183.60,3178.80,P5
POL,Department of Police,MSB Communications Division,M,74629.11,18214.74,0.00,23
POL,Department of Police,PSB 6th District Station,M,139538.94,3924.64,0.00,A2
POL,Department of Police,PSB 6th District Patrol,M,93706.00,3589.74,3027.60,P4
POL,Department of Police,PSB 5th District Patrol,M,93706.00,7926.72,6931.17,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,95063.00,19432.46,0.00,P5
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,700.22,10
POL,Department of Police,FSB Special Operations Division Canine Section,M,87473.00,11452.64,0.00,P4
POL,Department of Police,MSB Training and Education Division,F,99852.00,0.00,3112.56,23
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,93706.00,1401.82,5233.89,P4
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,108226.00,10450.94,8004.96,A1
POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,87473.00,5046.84,0.00,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,361.95,6931.17,P4
POL,Department of Police,PSB 1st District Patrol,M,93706.00,2660.34,6931.17,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,25302.14,0.00,0.00,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,238.51,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,115.82,10
POL,Department of Police,PSB 1st District Station,F,71852.00,0.00,4544.64,16
POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,1870.99,3406.05,P4
POL,Department of Police,PSB 5th District Community Action Team,M,98389.00,12300.70,6940.40,P5
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,57253.05,2002.56,0.00,15
POL,Department of Police,PSB 5th District Patrol,M,93706.00,217.18,6931.17,P4
POL,Department of Police,HQ Office of the Chief,M,128816.00,0.00,145.69,A2
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,93706.00,8235.87,3406.05,P4
POL,Department of Police,PSB 2nd District Patrol,M,93706.00,3185.20,6931.17,P4
POL,Department of Police,MSB Training and Education Division,M,93706.00,4156.33,6539.49,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,26060.33,0.00,0.00,10
POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,90848.00,0.00,5745.60,21
POL,Department of Police,FSB Security Services Division,M,90848.00,11973.08,0.00,21
POL,Department of Police,PSB 1st District Patrol,M,93706.00,11133.76,0.00,P4
POL,Department of Police,PSB 1st District Educational Facilities Officers,F,93706.00,1664.97,6931.17,P4
POL,Department of Police,FSB Special Operations Division,M,93706.00,10876.14,3406.05,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,93706.00,21391.33,6931.17,P4
POL,Department of Police,PSB 4th District Station,M,133325.00,3814.72,3261.28,A2
POL,Department of Police,PSB 6th District Patrol,M,108226.00,0.00,0.00,A1
POL,Department of Police,MSB Information Management and Technology Division,M,82691.00,0.00,2576.88,19
POL,Department of Police,PSB 4th District Patrol,M,93706.00,13708.95,3406.05,P4
POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,104.07,1526.12,10
POL,Department of Police,MSB Communications Division,F,82691.00,10765.74,5231.52,19
